City,Area_sqft,Bedrooms,Bathrooms,Balcony,Age,Price
Mumbai,744,2,2,1,6,19100000
Visakhapatnam,3111,5,3,2,0,23669200
Ahmedabad,3899,1,1,1,9,31362000
Indore,1056,3,1,1,14,6706000
Vadodara,2577,4,1,0,3,20760600
Vadodara,2588,2,1,1,0,20686400
Patna,2862,3,2,2,10,14960000
Visakhapatnam,1516,4,4,2,29,11575200
Surat,1025,1,4,2,4,9422500
Coimbatore,683,2,3,2,18,5582500
Coimbatore,2379,5,3,0,18,18592500
Patna,2078,1,1,1,3,10680000
Mysore,622,4,1,0,1,4929600
Patna,1143,2,4,2,6,6535000
Nagpur,862,2,4,1,27,5664400
Mumbai,1968,1,1,0,12,49230000
Chandigarh,3747,2,3,1,19,52818000
Visakhapatnam,2105,4,2,2,20,15756000
Indore,1563,1,2,2,11,9708000
Ahmedabad,2804,5,4,1,29,23162000
Vadodara,2136,1,4,1,1,17350800
Mysore,1446,1,4,2,21,10202800
Pune,3741,5,2,0,8,49463000
Bangalore,3306,4,2,2,15,50290000
Bhopal,1064,3,1,1,7,6681200
Bhopal,1756,3,3,0,23,10534800
Delhi,1414,5,4,2,17,26502000
Hyderabad,2532,4,1,1,3,28592000
Surat,3068,2,2,1,23,26238000
Pune,1454,5,1,1,10,19652000
Delhi,2164,3,2,0,16,39322000
Chennai,2687,4,3,0,7,33064000
Vadodara,2313,1,2,0,18,18071400
Chandigarh,762,4,1,0,7,11248000
Ahmedabad,3269,4,3,1,5,27092000
Indore,1812,3,2,1,22,11202000
Ahmedabad,1067,3,4,0,1,9446000
Chandigarh,3770,2,2,0,14,53040000
Vadodara,2280,2,3,1,0,18524000
Mysore,1794,5,1,2,5,13129200
Ahmedabad,498,1,3,2,27,4114000
Ahmedabad,2494,2,1,1,18,20092000
Surat,3286,3,2,0,3,28561000
Mysore,821,4,2,0,12,6182800
Mysore,1903,5,3,1,14,13850400
Nagpur,461,2,4,2,8,3638200
Coimbatore,1532,4,2,1,2,12370000
Chandigarh,2102,4,4,1,1,30568000
Kolkata,3590,2,4,1,15,32870000
Nagpur,3457,1,3,0,17,21603400
Bhopal,997,1,2,0,17,5832600
Visakhapatnam,3853,5,4,0,5,28871600
Nagpur,791,1,2,2,17,5114200
Trivandrum,3424,5,1,1,10,33278000
Jaipur,1475,3,4,1,6,11215000
Bangalore,3050,2,3,2,22,46130000
Kochi,1712,4,3,0,22,17640000
Mysore,2429,5,4,1,13,17567200
Hyderabad,2784,1,2,2,28,30614000
Lucknow,1209,5,1,0,17,8388500
Surat,3675,5,1,0,6,31987500
Visakhapatnam,3709,1,3,1,9,27114800
Ahmedabad,1805,1,3,0,7,14810000
Visakhapatnam,3199,2,2,2,23,23272800
Trivandrum,1559,4,3,0,13,15510500
Coimbatore,3878,2,2,1,17,29365000
Mysore,1931,2,4,2,4,13990800
Kolkata,1785,1,1,0,13,16075000
Trivandrum,3852,1,4,0,21,36804000
Indore,1280,4,3,0,24,8160000
Surat,1999,5,1,2,21,17601500
Surat,3082,2,1,0,25,26117000
Lucknow,653,4,4,1,21,4984500
Kochi,3948,2,2,2,9,40000000
Coimbatore,3585,5,1,2,25,27417500
Chandigarh,2467,2,2,0,14,34798000
Delhi,2975,3,4,2,5,54540000
Patna,1568,4,4,1,8,8840000
Kolkata,1631,1,2,2,9,15049000
Indore,2823,2,4,1,22,17358000
Delhi,3975,4,1,0,16,71950000
Mysore,565,4,4,2,0,5082000
Patna,1973,2,4,1,13,10465000
Pune,3652,1,1,0,3,47686000
Lucknow,3308,1,2,1,27,21432000
Mysore,1016,2,4,2,1,7828800
Visakhapatnam,3059,4,2,2,2,22984800
Hyderabad,2025,1,1,1,27,22085000
Mysore,3915,2,2,0,6,27042000
Bangalore,3803,2,2,0,29,57005000
Hyderabad,902,2,3,0,22,10142000
Ahmedabad,1312,4,3,0,13,11196000
Ahmedabad,2526,1,4,1,11,20698000
Ahmedabad,984,4,3,2,18,8632000
Indore,2358,3,3,1,28,14478000
Ahmedabad,3135,1,3,2,17,25410000
Chandigarh,795,4,2,2,14,11850000
Coimbatore,2031,1,2,1,28,15142500
Ahmedabad,2280,3,3,1,28,18570000
Lucknow,3574,5,1,0,0,24101000
Kolkata,801,2,3,2,24,7549000
Surat,1374,4,1,0,25,11899000
Chennai,623,3,2,0,2,8126000
Bhopal,917,3,1,1,24,5488600
Chennai,3081,1,2,0,14,37082000
Hyderabad,635,1,1,0,3,7195000
Vadodara,3898,2,2,0,14,30664400
Chennai,515,1,2,1,9,6470000
Patna,3634,4,3,0,5,19030000
Pune,625,4,4,0,12,8965000
Vadodara,2677,4,4,1,6,21920600
Delhi,581,5,2,1,25,11028000
Chandigarh,3720,4,3,1,29,52540000
Coimbatore,1741,1,4,2,21,13427500
Hyderabad,609,1,4,1,0,7409000
Pune,1815,4,3,2,21,24295000
Lucknow,2543,3,3,1,10,17219500
Ahmedabad,1293,3,4,1,13,11094000
Coimbatore,2281,3,4,1,5,18017500
Bangalore,3203,2,1,2,4,48545000
Indore,1509,5,1,0,18,9564000
Nagpur,2862,4,2,1,25,18164400
Surat,2426,2,4,2,18,21201000
Mumbai,793,3,3,1,26,20195000
Lucknow,3143,4,3,0,25,20889500
Lucknow,1243,2,4,2,12,8779500
Trivandrum,1924,1,2,1,6,18628000
Delhi,1003,3,3,1,7,18804000
Jaipur,981,2,4,1,13,7467000
Vadodara,2442,1,4,0,18,19317600
Bhopal,2339,3,2,2,18,14056200
Nagpur,532,5,4,1,22,4168400
Patna,3238,3,3,1,25,16580000
Kochi,3096,5,1,2,11,31770000
Indore,3785,5,2,0,22,23260000
Ahmedabad,2668,5,4,0,26,22054000
Surat,1375,4,2,0,8,12367500
Visakhapatnam,3909,4,4,0,13,28964800
Lucknow,3517,5,1,0,5,23630500
Visakhapatnam,2213,1,2,1,14,16123600
Visakhapatnam,3663,5,4,1,12,27443600
Kolkata,1943,2,1,1,6,17867000
Bhopal,3850,5,3,2,10,23400000
Surat,3235,4,4,0,9,28397500
Jaipur,3138,4,1,2,0,22846000
Ahmedabad,1757,2,1,0,6,14356000
Mysore,438,2,2,0,17,3178400
Trivandrum,1716,3,4,2,22,16952000
Patna,3137,1,3,1,2,16235000
Bhopal,561,1,4,2,8,3883800
Nagpur,3802,1,1,1,28,23362400
Jaipur,2309,4,3,0,4,17043000
Indore,1527,1,1,1,22,9072000
Indore,2608,3,2,0,23,15878000
Pune,2058,3,4,0,12,27444000
Kochi,3525,1,1,1,15,35300000
Kolkata,2363,2,1,0,15,21387000
Bangalore,1457,3,4,1,11,22645000
Nagpur,2689,2,3,2,17,17151800
Patna,1366,4,1,0,10,7350000
Nagpur,1289,3,4,0,16,8601800
Kolkata,2560,2,2,2,6,23620000
Chennai,3461,1,2,0,14,41642000
Ahmedabad,2765,4,4,2,5,23260000
Bhopal,2470,5,1,2,5,15256000
Bhopal,3271,5,4,0,17,19861800
Surat,3589,1,4,2,18,30936500
Surat,3148,4,1,2,19,27258000
Hyderabad,2066,4,3,2,18,23486000
Pune,3466,4,3,0,1,45998000
Kochi,3683,4,2,2,2,37790000
Bhopal,1841,5,3,1,13,11607800
Coimbatore,3584,2,4,1,21,27320000
Vadodara,1467,4,1,2,24,11842600
Chennai,527,2,2,1,3,6884000
Kolkata,3323,4,3,0,21,30447000
Ahmedabad,557,3,4,2,16,5226000
Bhopal,1226,3,2,0,27,7260800
Pune,3865,3,1,1,5,50795000
Pune,2290,4,3,1,27,30270000
Trivandrum,3299,2,4,1,18,31840500
Bangalore,911,5,1,1,8,14455000
Bangalore,2492,1,4,0,3,37950000
Bhopal,3579,5,4,2,6,22028200
Vadodara,2666,4,4,0,3,21814800
Delhi,842,3,1,2,10,15686000
Nagpur,2762,3,2,1,21,17474400
Vadodara,2624,2,4,1,29,20747200
Pune,2675,4,2,1,22,35255000
Ahmedabad,2126,5,2,1,1,18058000
Ahmedabad,2406,4,3,0,9,20028000
Pune,2095,4,3,2,5,28255000
Coimbatore,666,3,2,2,7,5705000
Bangalore,3317,5,3,1,14,50665000
Lucknow,1237,1,3,0,12,8310500
Bangalore,3850,3,2,1,28,57960000
Indore,888,5,1,2,27,5818000
Surat,1101,2,3,2,21,9758500
Hyderabad,1086,3,3,0,1,12736000
Mysore,3761,2,1,2,19,25774800
Jaipur,1395,3,1,0,0,10335000
Trivandrum,756,4,1,1,14,7702000
Mysore,1271,5,2,1,6,9592800
Kolkata,2373,2,1,0,23,21317000
Vadodara,2651,3,2,1,25,20947800
Chennai,3684,2,4,0,17,44648000
Bhopal,951,3,4,1,9,6345800
Bhopal,2210,3,1,1,14,13188000
Lucknow,722,1,1,2,4,5043000
Patna,3041,1,4,2,26,15475000
Surat,2628,1,2,0,23,22268000
Mysore,2946,2,2,1,10,20452800
Mysore,3791,4,1,1,7,26438800
Bhopal,482,3,1,1,20,3045600
Surat,2750,5,1,2,7,24265000
Vadodara,661,1,4,0,29,5205800
Chennai,1183,2,3,0,5,14756000
Mumbai,1623,2,1,0,14,40715000
Mumbai,3711,2,2,1,14,93115000
Visakhapatnam,1313,5,3,0,4,10483600
Bhopal,3139,5,2,2,12,19116200
Surat,1343,1,3,2,13,11825500
Ahmedabad,3130,5,4,0,10,26070000
Patna,1718,1,3,1,19,8800000
Bhopal,1935,5,2,2,20,11973000
Coimbatore,1088,5,3,2,11,9210000
Ahmedabad,2843,5,4,1,19,23674000
Ahmedabad,2172,1,2,1,0,17846000
Visakhapatnam,3609,3,1,0,2,26514800
Bhopal,1238,1,3,2,7,7710400
Kolkata,1277,3,2,2,22,11903000
Hyderabad,3270,2,3,0,11,36410000
Surat,3600,2,4,0,14,31100000
Nagpur,448,1,2,2,22,2887600
Delhi,3236,3,1,2,26,58458000
Vadodara,692,3,1,1,2,6007600
Patna,2051,3,3,1,24,10665000
Surat,935,2,4,2,21,8467500
Kolkata,710,1,4,2,7,7040000
Bhopal,936,4,3,1,23,6008800
Patna,2326,3,2,0,18,11960000
Coimbatore,3086,3,2,0,19,23455000
Patna,633,4,3,2,29,3705000
Bhopal,1632,1,2,2,5,9915600
Chandigarh,3052,3,2,1,17,43158000
Trivandrum,2541,1,2,2,27,24149500
Trivandrum,2774,3,3,0,27,26623000
Nagpur,2672,5,1,1,10,17316400
Surat,1366,3,4,1,11,12401000
Ahmedabad,1289,5,1,0,22,10742000
Kochi,2458,1,2,0,1,24950000
Mysore,3800,3,3,1,26,26210000
Visakhapatnam,3483,2,4,2,4,25937600
Jaipur,434,2,2,0,27,3038000
Mysore,846,4,4,1,3,6852800
Lucknow,3923,2,4,2,8,26279500
Indore,2163,5,1,2,12,13768000
Trivandrum,3691,2,2,1,12,35444500
Mysore,2888,2,4,0,14,20138400
Mumbai,3100,2,1,2,1,78060000
Mysore,1958,3,3,0,22,13684400
Jaipur,994,4,4,1,12,7878000
Vadodara,2425,1,2,0,6,19185000
Visakhapatnam,2676,4,3,2,22,19947200
Mumbai,743,5,4,1,16,19565000
Indore,1503,3,4,2,7,9968000
Bangalore,3824,3,2,2,17,57870000
Chandigarh,1819,2,4,1,14,26046000
Delhi,1713,2,2,1,14,31174000
Nagpur,1878,5,2,0,4,12553600
Jaipur,3436,3,2,1,1,24802000
Visakhapatnam,1551,1,2,0,15,11257200
Indore,3356,4,4,1,28,20736000
Mumbai,2321,3,3,2,4,58915000
Bhopal,1782,1,3,0,22,10405600
Coimbatore,2974,1,1,1,5,22555000
Ahmedabad,3784,4,2,0,28,30552000
Ahmedabad,2522,1,4,0,11,20586000
Indore,1969,5,4,0,4,12964000
Mumbai,2294,1,1,2,19,57400000
Chandigarh,2643,5,3,1,7,38052000
Ahmedabad,2266,1,4,1,10,18638000
